-1.803385353088378906e+01,8.936551094055175781e+00,-4.260670661926269531e+00
-2.101194190979003906e+01,4.640556335449218750e+00,6.410503387451171875e-01
-1.881999015808105469e+01,1.006800460815429688e+01,-5.994143486022949219e-01
1.151305866241455078e+01,-1.476417922973632812e+01,-4.425418853759765625e+01
1.418606185913085938e+01,-1.492885589599609375e+01,-4.280664443969726562e+01
1.424690151214599609e+01,-1.332267665863037109e+01,-4.332667160034179688e+01
1.591442108154296875e+01,-1.492948913574218750e+01,-4.149041366577148438e+01
1.537599658966064453e+01,-1.626268005371093750e+01,-4.118570709228515625e+01
1.613287925720214844e+01,-1.355513668060302734e+01,-4.189209365844726562e+01
1.601656532287597656e+01,-1.223265266418457031e+01,-4.236356353759765625e+01
1.718096160888671875e+01,-1.478456115722656250e+01,-4.000362396240234375e+01
1.646867179870605469e+01,-1.654823303222656250e+01,-3.960053253173828125e+01
1.746995162963867188e+01,-1.296643638610839844e+01,-4.053500747680664062e+01
1.731609153747558594e+01,-1.121693611145019531e+01,-4.115870666503906250e+01
1.833266258239746094e+01,-1.454083061218261719e+01,-3.824948120117187500e+01
1.745129966735839844e+01,-1.672319793701171875e+01,-3.775069046020507812e+01
1.869025993347167969e+01,-1.229108524322509766e+01,-3.890701675415039062e+01
1.849990653991699219e+01,-1.012624740600585938e+01,-3.967877578735351562e+01
1.936185264587402344e+01,-1.419992446899414062e+01,-3.623978805541992188e+01
1.831734085083007812e+01,-1.678643226623535156e+01,-3.564860916137695312e+01
1.978572273254394531e+01,-1.153361129760742188e+01,-3.701905822753906250e+01
1.956005859375000000e+01,-8.967923164367675781e+00,-3.793373489379882812e+01
2.026132583618164062e+01,-1.376384830474853516e+01,-3.398703765869140625e+01
1.906054878234863281e+01,-1.673710060119628906e+01,-3.330748367309570312e+01
2.074847412109375000e+01,-1.069879245758056641e+01,-3.488287353515625000e+01
2.048913574218750000e+01,-7.749425888061523438e+00,-3.593431472778320312e+01
2.102532005310058594e+01,-1.323577976226806641e+01,-3.150727081298828125e+01
1.967636871337890625e+01,-1.657593154907226562e+01,-3.074386024475097656e+01
2.157265663146972656e+01,-9.792521476745605469e+00,-3.251362228393554688e+01
2.128127479553222656e+01,-6.479179382324218750e+00,-3.369483184814453125e+01
2.164887809753417969e+01,-1.261930751800537109e+01,-2.881705093383789062e+01
2.016081619262695312e+01,-1.630406951904296875e+01,-2.797486305236816406e+01
2.225271034240722656e+01,-8.820809364318847656e+00,-2.992722320556640625e+01
2.193127059936523438e+01,-5.165655612945556641e+00,-3.123028945922851562e+01
2.212727737426757812e+01,-1.191819858551025391e+01,-2.593347549438476562e+01
2.050997543334960938e+01,-1.592281055450439453e+01,-2.501820182800292969e+01
2.278350448608398438e+01,-7.789963245391845703e+00,-2.714002418518066406e+01
2.243410301208496094e+01,-3.817488908767700195e+00,-2.855623054504394531e+01
2.245783233642578125e+01,-1.113744926452636719e+01,-2.287662315368652344e+01
2.072206497192382812e+01,-1.543514728546142578e+01,-2.189438819885253906e+01
2.316197776794433594e+01,-6.706981658935546875e+00,-2.417153739929199219e+01
2.278705406188964844e+01,-2.443808794021606445e+00,-2.569136428833007812e+01
2.263830375671386719e+01,-1.028228759765625000e+01,-1.966696166992187500e+01
2.079579353332519531e+01,-1.484440422058105469e+01,-1.862428092956542969e+01
2.338583946228027344e+01,-5.579310894012451172e+00,-2.104150390625000000e+01
2.298788070678710938e+01,-1.053757190704345703e+00,-2.265485954284667969e+01
2.266696357727050781e+01,-9.358176231384277344e+00,-1.632551956176757812e+01
2.073010444641113281e+01,-1.415415096282958984e+01,-1.522936439514160156e+01
2.345284080505371094e+01,-4.414182186126708984e+00,-1.777049446105957031e+01
2.303451347351074219e+01,3.433044254779815674e-01,-1.946652793884277344e+01
2.254421615600585938e+01,-8.371538162231445312e+00,-1.287481784820556641e+01
2.052580070495605469e+01,-1.336924743652343750e+01,-1.173257732391357422e+01
2.336311340332031250e+01,-3.219509840011596680e+00,-1.438060665130615234e+01
2.292712783813476562e+01,1.738085508346557617e+00,-1.614799499511718750e+01
2.227083396911621094e+01,-7.328992366790771484e+00,-9.338244438171386719e+00
2.018441581726074219e+01,-1.249507427215576172e+01,-8.157522201538085938e+00
2.311734580993652344e+01,-2.003359556198120117e+00,-1.089476776123046875e+01
2.266669845581054688e+01,3.121256828308105469e+00,-1.272169208526611328e+01
2.184804725646972656e+01,-6.237256050109863281e+00,-5.739022731781005859e+00
1.970767974853515625e+01,-1.153710269927978516e+01,-4.527709484100341797e+00
2.271652412414550781e+01,-7.737353444099426270e-01,-7.335834026336669922e+00
2.225420188903808594e+01,4.483490467071533203e+00,-9.210038185119628906e+00
2.127938652038574219e+01,-5.103880882263183594e+00,-2.101376295089721680e+00
1.909923553466796875e+01,-1.050202274322509766e+01,-8.676190376281738281e-01
2.216386222839355469e+01,4.609203040599822998e-01,-3.727814197540283203e+00
2.169298171997070312e+01,5.815768241882324219e+00,-5.636813640594482422e+00
2.056847000122070312e+01,-3.936383485794067383e+00,1.550253152847290039e+00
1.836318778991699219e+01,-9.396783828735351562e+00,2.798243045806884766e+00
2.146319007873535156e+01,1.692662835121154785e+00,-9.495356678962707520e-02
2.098689079284667969e+01,7.109207630157470703e+00,-2.025945663452148438e+00
1.971967315673828125e+01,-2.742493152618408203e+00,5.191497325897216797e+00
1.750403594970703125e+01,-8.228549003601074219e+00,6.445352554321289062e+00
2.061862564086914062e+01,2.912955522537231445e+00,3.538583517074584961e+00
2.014005470275878906e+01,8.354968070983886719e+00,1.598503470420837402e+00
1.873912429809570312e+01,-1.530300021171569824e+00,8.798069000244140625e+00
1.652787780761718750e+01,-7.005308628082275391e+00,1.004938125610351562e+01
1.963627052307128906e+01,4.113816738128662109e+00,7.148465633392333984e+00
1.915855789184570312e+01,9.544865608215332031e+00,5.212266445159912109e+00
1.763331413269042969e+01,-3.078539967536926270e-01,1.234580230712890625e+01
1.544136333465576172e+01,-5.735302448272705078e+00,1.358626747131347656e+01
1.852259635925292969e+01,5.287183761596679688e+00,1.071052742004394531e+01
1.804914665222167969e+01,1.067101860046386719e+01,8.791189193725585938e+00
1.640932083129882812e+01,9.166382551193237305e-01,1.581082153320312500e+01
1.425126647949218750e+01,-4.426811218261718750e+00,1.703208160400390625e+01
1.728482055664062500e+01,6.425089359283447266e+00,1.420084762573242188e+01
1.681868553161621094e+01,1.172562599182128906e+01,1.231120204925537109e+01
1.507562255859375000e+01,2.135036230087280273e+00,1.917016983032226562e+01
1.296599864959716797e+01,-3.088765144348144531e+00,2.036411094665527344e+01
1.593163871765136719e+01,7.520111083984375000e+00,1.759628868103027344e+01
1.547585010528564453e+01,1.270188808441162109e+01,1.574895668029785156e+01
1.364125442504882812e+01,3.339112281799316406e+00,2.240138053894042969e+01
1.159403896331787109e+01,-1.730069875717163086e+00,2.355997276306152344e+01
1.447188663482666016e+01,8.564822196960449219e+00,2.087406349182128906e+01
1.402959918975830078e+01,1.359324359893798828e+01,1.908140563964843750e+01
1.352989864349365234e+01,-1.205164337158203125e+01,-4.393725204467773438e+01
1.556283569335937500e+01,-1.105554962158203125e+01,-4.287431335449218750e+01
1.481269645690917969e+01,-1.009853458404541016e+01,-4.338874816894531250e+01
1.381694030761718750e+01,-9.426371574401855469e+00,-4.387205123901367188e+01
1.671584892272949219e+01,-9.659767150878906250e+00,-4.183436965942382812e+01
1.572349834442138672e+01,-8.393731117248535156e+00,-4.251491546630859375e+01
1.440620994567871094e+01,-7.504538536071777344e+00,-4.315427398681640625e+01
1.775713729858398438e+01,-8.199426651000976562e+00,-4.051484298706054688e+01
